tripid,hhid,persid,starthour,startime,arrhour,arrtime,triptime,cumdist,trippurp,dayType,mainmode,totalvehs,homelga,weekly_hhinc_group,annual_hhinc_group,hhpoststratweight,trippoststratweight
Y24H6020338P02T03,Y24H6020338,Y24H6020338P02,10,645,12,750,105,92.82926,Recreational,Weekday,Private,1.0,Yarra (C),17.0,17.0,468.5404467,1507.474276575
Y24H6020338P02T04,Y24H6020338,Y24H6020338P02,16,960,16,990,30,16.12864,Recreational,Weekday,Private,1.0,Yarra (C),17.0,17.0,468.5404467,1507.474276575
Y24H6020338P02T05,Y24H6020338,Y24H6020338P02,18,1080,18,1090,10,0.80436,Recreational,Weekday,Active,1.0,Yarra (C),17.0,17.0,468.5404467,1507.474276575
Y24H6020338P02T06,Y24H6020338,Y24H6020338P02,18,1110,18,1120,10,0.80436,Recreational,Weekday,Active,1.0,Yarra (C),17.0,17.0,468.5404467,1507.474276575
Y24H6020338P03T01,Y24H6020338,Y24H6020338P03,8,525,9,555,30,6.52289,Work,Weekday,Active,1.0,Yarra (C),17.0,17.0,468.5404467,492.808347942
Y24H6020338P03T02,Y24H6020338,Y24H6020338P03,17,1065,18,1110,45,6.52289,Work,Weekday,Active,1.0,Yarra (C),17.0,17.0,468.5404467,492.808347942
Y24H6020340P01T01,Y24H6020340,Y24H6020340P01,12,727,12,730,3,0.93394,Recreational,Weekday,Private,0.0,Yarra (C),11.0,11.0,567.4947278,368.38584578
Y24H6020340P01T02,Y24H6020340,Y24H6020340P01,12,742,12,748,6,2.05533,Recreational,Weekday,Private,0.0,Yarra (C),11.0,11.0,567.4947278,368.38584578
Y24H6020340P01T03,Y24H6020340,Y24H6020340P01,16,994,16,999,5,1.88948,Recreational,Weekday,Private,0.0,Yarra (C),11.0,11.0,567.4947278,368.38584578
Y24H6020340P01T04,Y24H6020340,Y24H6020340P01,16,1002,16,1004,2,0.10823,Recreational,Weekday,Active,0.0,Yarra (C),11.0,11.0,567.4947278,368.38584578
Y24H6020340P01T05,Y24H6020340,Y24H6020340P01,17,1050,17,1055,5,1.98563,Recreational,Weekday,Private,0.0,Yarra (C),11.0,11.0,567.4947278,368.38584578
Y24H6020340P01T06,Y24H6020340,Y24H6020340P01,22,1335,22,1343,8,2.83904,Work,Weekday,Private,0.0,Yarra (C),11.0,11.0,567.4947278,368.38584578
Y24H6020340P02T01,Y24H6020340,Y24H6020340P02,12,727,12,730,3,0.93394,Recreational,Weekday,Private,0.0,Yarra (C),11.0,11.0,567.4947278,564.137138243
Y24H6020340P02T02,Y24H6020340,Y24H6020340P02,12,742,12,748,6,2.05533,Recreational,Weekday,Private,0.0,Yarra (C),11.0,11.0,567.4947278,564.137138243
Y24H6020340P02T03,Y24H6020340,Y24H6020340P02,16,984,16,1004,20,1.97502,Recreational,Weekday,Active,0.0,Yarra (C),11.0,11.0,567.4947278,564.137138243
Y24H6020340P02T04,Y24H6020340,Y24H6020340P02,16,1011,16,1014,3,0.15111,Recreational,Weekday,Active,0.0,Yarra (C),11.0,11.0,567.4947278,564.137138243
Y24H6020340P02T05,Y24H6020340,Y24H6020340P02,17,1041,17,1043,2,0.12966,Recreational,Weekday,Active,0.0,Yarra (C),11.0,11.0,567.4947278,564.137138243
Y24H6020340P02T06,Y24H6020340,Y24H6020340P02,17,1050,17,1055,5,1.95432,Recreational,Weekday,Private,0.0,Yarra (C),11.0,11.0,567.4947278,564.137138243
Y24H6020340P02T07,Y24H6020340,Y24H6020340P02,22,1335,22,1343,8,2.83904,Work,Weekday,Private,0.0,Yarra (C),11.0,11.0,567.4947278,564.137138243
Y24H6020404P01T01,Y24H6020404,Y24H6020404P01,7,462,8,501,39,31.4716,Work,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,485.248034256
Y24H6020404P01T02,Y24H6020404,Y24H6020404P01,17,1054,18,1095,41,31.4716,Work,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,485.248034256
Y24H6020404P02T01,Y24H6020404,Y24H6020404P02,6,394,6,399,5,3.99381,Recreational,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T02,Y24H6020404,Y24H6020404P02,6,401,6,406,5,3.99381,Recreational,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T03,Y24H6020404,Y24H6020404P02,6,409,6,419,10,0.64514,Work,Weekday,Active,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T04,Y24H6020404,Y24H6020404P02,6,419,7,435,16,1.34685,Work,Weekday,Active,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T05,Y24H6020404,Y24H6020404P02,7,435,7,442,7,0.72429,Work,Weekday,Active,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T06,Y24H6020404,Y24H6020404P02,7,466,8,481,15,6.71989,Recreational,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T07,Y24H6020404,Y24H6020404P02,8,488,8,495,7,2.45331,Recreational,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T08,Y24H6020404,Y24H6020404P02,8,521,8,528,7,4.21597,Work,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T09,Y24H6020404,Y24H6020404P02,13,789,13,811,22,12.33167,Recreational,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T10,Y24H6020404,Y24H6020404P02,13,823,13,828,5,3.99381,Recreational,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T11,Y24H6020404,Y24H6020404P02,16,977,16,989,12,0.72859,Work,Weekday,Active,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P02T12,Y24H6020404,Y24H6020404P02,16,989,16,999,10,0.72859,Work,Weekday,Active,3.0,Banyule (C),11.0,11.0,425.171685,479.048898829
Y24H6020404P03T01,Y24H6020404,Y24H6020404P03,10,645,11,690,45,15.51851,Work,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,322.028620668
Y24H6020404P03T02,Y24H6020404,Y24H6020404P03,13,780,13,810,30,17.48762,Work,Weekday,Private,3.0,Banyule (C),11.0,11.0,425.171685,322.028620668
Y24H6020404P04T01,Y24H6020404,Y24H6020404P04,6,394,7,423,29,8.59562,Education,Weekday,Public,3.0,Banyule (C),11.0,11.0,425.171685,259.067179039
Y24H6020404P04T02,Y24H6020404,Y24H6020404P04,13,795,13,828,33,8.59562,Education,Weekday,Public,3.0,Banyule (C),11.0,11.0,425.171685,259.067179039
Y24H6020405P01T01,Y24H6020405,Y24H6020405P01,8,480,8,500,20,4.46911,Recreational,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,509.690023401
Y24H6020405P01T02,Y24H6020405,Y24H6020405P01,8,500,8,510,10,4.9808,Recreational,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,509.690023401
Y24H6020405P01T03,Y24H6020405,Y24H6020405P01,8,512,8,515,3,2.30641,Recreational,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,509.690023401
Y24H6020405P01T04,Y24H6020405,Y24H6020405P01,14,892,15,900,8,2.30675,Recreational,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,509.690023401
Y24H6020405P01T05,Y24H6020405,Y24H6020405P01,15,920,15,928,8,2.30675,Recreational,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,509.690023401
Y24H6020405P01T06,Y24H6020405,Y24H6020405P01,17,1060,18,1110,50,54.48661,Recreational,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,509.690023401
Y24H6020405P01T07,Y24H6020405,Y24H6020405P01,20,1215,21,1260,45,26.0096,Recreational,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,509.690023401
Y24H6020405P01T08,Y24H6020405,Y24H6020405P01,23,1425,24,1470,45,26.00973,Work,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,509.690023401
Y24H6020405P02T01,Y24H6020405,Y24H6020405P02,8,480,8,500,20,4.46911,Education,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,301.108725753
Y24H6020405P02T02,Y24H6020405,Y24H6020405P02,15,915,16,960,45,4.46911,Education,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,301.108725753
Y24H6020405P03T01,Y24H6020405,Y24H6020405P03,8,480,8,500,20,4.46911,Education,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,427.404221466
Y24H6020405P03T02,Y24H6020405,Y24H6020405P03,15,915,16,960,45,4.46911,Education,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,427.404221466
Y24H6020405P04T01,Y24H6020405,Y24H6020405P04,8,480,8,500,20,4.46911,Recreational,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,427.481692382
Y24H6020405P04T02,Y24H6020405,Y24H6020405P04,8,500,8,510,10,4.9808,Education,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,427.481692382
Y24H6020405P04T03,Y24H6020405,Y24H6020405P04,15,920,15,928,8,2.30641,Education,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,427.481692382
Y24H6020405P04T04,Y24H6020405,Y24H6020405P04,17,1025,17,1050,25,12.41466,Work,Weekday,Private,1.0,Banyule (C),0.0,0.0,371.8401204,427.481692382
Y24H6020406P01T01,Y24H6020406,Y24H6020406P01,9,585,9,597,12,3.51439,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,429.185778123
Y24H6020406P01T02,Y24H6020406,Y24H6020406P01,9,599,10,602,3,0.54721,Recreational,Weekend,Active,2.0,Banyule (C),13.0,13.0,306.5925878,429.185778123
Y24H6020406P01T03,Y24H6020406,Y24H6020406P01,11,662,11,672,10,4.88354,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,429.185778123
Y24H6020406P01T04,Y24H6020406,Y24H6020406P01,11,687,11,690,3,2.08684,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,429.185778123
Y24H6020406P01T05,Y24H6020406,Y24H6020406P01,12,775,13,791,16,3.54725,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,429.185778123
Y24H6020406P01T06,Y24H6020406,Y24H6020406P01,15,909,15,925,16,3.54725,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,429.185778123
Y24H6020406P02T01,Y24H6020406,Y24H6020406P02,9,585,9,593,8,2.96718,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,345.443609582
Y24H6020406P02T02,Y24H6020406,Y24H6020406P02,9,593,9,597,4,0.54721,Recreational,Weekend,Active,2.0,Banyule (C),13.0,13.0,306.5925878,345.443609582
Y24H6020406P02T03,Y24H6020406,Y24H6020406P02,9,599,10,602,3,0.54721,Recreational,Weekend,Active,2.0,Banyule (C),13.0,13.0,306.5925878,345.443609582
Y24H6020406P02T04,Y24H6020406,Y24H6020406P02,11,662,11,672,10,4.88354,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,345.443609582
Y24H6020406P02T05,Y24H6020406,Y24H6020406P02,11,687,11,690,3,2.08684,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,345.443609582
Y24H6020406P02T06,Y24H6020406,Y24H6020406P02,12,775,13,784,9,2.92872,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,345.443609582
Y24H6020406P02T07,Y24H6020406,Y24H6020406P02,13,786,13,791,5,0.61853,Recreational,Weekend,Active,2.0,Banyule (C),13.0,13.0,306.5925878,345.443609582
Y24H6020406P02T08,Y24H6020406,Y24H6020406P02,15,909,15,914,5,0.61853,Recreational,Weekend,Active,2.0,Banyule (C),13.0,13.0,306.5925878,345.443609582
Y24H6020406P02T09,Y24H6020406,Y24H6020406P02,15,918,15,925,7,2.92872,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,345.443609582
Y24H6020406P04T01,Y24H6020406,Y24H6020406P04,12,775,13,784,9,2.92872,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,333.747606634
Y24H6020406P04T02,Y24H6020406,Y24H6020406P04,13,786,13,791,5,0.61853,Recreational,Weekend,Active,2.0,Banyule (C),13.0,13.0,306.5925878,333.747606634
Y24H6020406P04T03,Y24H6020406,Y24H6020406P04,15,909,15,914,5,0.61853,Recreational,Weekend,Active,2.0,Banyule (C),13.0,13.0,306.5925878,333.747606634
Y24H6020406P04T04,Y24H6020406,Y24H6020406P04,15,918,15,925,7,2.92872,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,333.747606634
Y24H6020406P05T01,Y24H6020406,Y24H6020406P05,9,585,9,593,8,2.96718,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,309.787772834
Y24H6020406P05T02,Y24H6020406,Y24H6020406P05,9,593,9,597,4,0.54721,Recreational,Weekend,Active,2.0,Banyule (C),13.0,13.0,306.5925878,309.787772834
Y24H6020406P05T03,Y24H6020406,Y24H6020406P05,9,599,10,602,3,0.54721,Recreational,Weekend,Active,2.0,Banyule (C),13.0,13.0,306.5925878,309.787772834
Y24H6020406P05T04,Y24H6020406,Y24H6020406P05,11,662,11,672,10,4.88354,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,309.787772834
Y24H6020406P05T05,Y24H6020406,Y24H6020406P05,11,687,11,690,3,2.08684,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,306.5925878,309.787772834
Y24H6020409P01T01,Y24H6020409,Y24H6020409P01,9,556,9,561,5,0.27765,Work,Weekday,Active,2.0,Banyule (C),13.0,13.0,412.6150554,464.901109091
Y24H6020409P01T02,Y24H6020409,Y24H6020409P01,9,561,9,565,4,0.27765,Work,Weekday,Active,2.0,Banyule (C),13.0,13.0,412.6150554,464.901109091
Y24H6020409P01T03,Y24H6020409,Y24H6020409P01,9,568,9,578,10,3.88932,Recreational,Weekday,Private,2.0,Banyule (C),13.0,13.0,412.6150554,464.901109091
Y24H6020409P01T04,Y24H6020409,Y24H6020409P01,9,590,9,597,7,3.88932,Recreational,Weekday,Private,2.0,Banyule (C),13.0,13.0,412.6150554,464.901109091
Y24H6020409P01T05,Y24H6020409,Y24H6020409P01,10,611,10,622,11,4.38688,Recreational,Weekday,Private,2.0,Banyule (C),13.0,13.0,412.6150554,464.901109091
Y24H6020409P01T06,Y24H6020409,Y24H6020409P01,13,801,13,813,12,4.38688,Recreational,Weekday,Private,2.0,Banyule (C),13.0,13.0,412.6150554,464.901109091
Y24H6020409P01T07,Y24H6020409,Y24H6020409P01,18,1082,18,1088,6,0.34928,Recreational,Weekday,Active,2.0,Banyule (C),13.0,13.0,412.6150554,464.901109091
Y24H6020409P01T08,Y24H6020409,Y24H6020409P01,18,1088,18,1097,9,0.34928,Recreational,Weekday,Active,2.0,Banyule (C),13.0,13.0,412.6150554,464.901109091
Y24H6020409P01T09,Y24H6020409,Y24H6020409P01,18,1100,18,1110,10,4.31335,Recreational,Weekday,Private,2.0,Banyule (C),13.0,13.0,412.6150554,464.901109091
Y24H6020409P01T10,Y24H6020409,Y24H6020409P01,19,1170,19,1180,10,4.31335,Recreational,Weekday,Private,2.0,Banyule (C),13.0,13.0,412.6150554,464.901109091
Y24H6020409P03T01,Y24H6020409,Y24H6020409P03,8,510,8,535,25,1.82866,Education,Weekday,Active,2.0,Banyule (C),13.0,13.0,412.6150554,479.088753983
Y24H6020409P03T02,Y24H6020409,Y24H6020409P03,15,915,15,935,20,1.82866,Education,Weekday,Active,2.0,Banyule (C),13.0,13.0,412.6150554,479.088753983
Y24H6020409P03T03,Y24H6020409,Y24H6020409P03,18,1100,18,1110,10,4.31335,Recreational,Weekday,Private,2.0,Banyule (C),13.0,13.0,412.6150554,479.088753983
Y24H6020409P03T04,Y24H6020409,Y24H6020409P03,19,1170,19,1180,10,4.31335,Recreational,Weekday,Private,2.0,Banyule (C),13.0,13.0,412.6150554,479.088753983
Y24H6020409P04T01,Y24H6020409,Y24H6020409P04,8,510,8,535,25,1.82866,Education,Weekday,Active,2.0,Banyule (C),13.0,13.0,412.6150554,448.209816325
Y24H6020409P04T02,Y24H6020409,Y24H6020409P04,15,915,15,935,20,1.82866,Education,Weekday,Active,2.0,Banyule (C),13.0,13.0,412.6150554,448.209816325
Y24H6020412P01T01,Y24H6020412,Y24H6020412P01,13,780,13,786,6,5.19683,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,550.085342,578.895448137
Y24H6020412P01T02,Y24H6020412,Y24H6020412P01,14,885,14,894,9,3.52654,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,550.085342,578.895448137
Y24H6020412P01T03,Y24H6020412,Y24H6020412P01,15,908,15,911,3,2.04111,Recreational,Weekday,Private,2.0,Banyule (C),11.0,11.0,550.085342,578.895448137
Y24H6020414P01T01,Y24H6020414,Y24H6020414P01,14,855,14,895,40,30.61831,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,452.2588685,615.160050172
Y24H6020414P01T02,Y24H6020414,Y24H6020414P01,17,1020,17,1065,45,30.61831,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,452.2588685,615.160050172
Y24H6020414P02T01,Y24H6020414,Y24H6020414P02,14,855,14,895,40,30.61831,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,452.2588685,1046.160077131
Y24H6020414P02T02,Y24H6020414,Y24H6020414P02,17,1020,17,1065,45,30.61831,Recreational,Weekend,Private,2.0,Banyule (C),13.0,13.0,452.2588685,1046.160077131
Y24H6020417P01T01,Y24H6020417,Y24H6020417P01,6,397,6,408,11,5.41436,Work,Weekday,Private,2.0,Banyule (C),7.0,7.0,461.8482605,496.361115615
Y24H6020417P01T02,Y24H6020417,Y24H6020417P01,11,701,11,716,15,5.41436,Work,Weekday,Private,2.0,Banyule (C),7.0,7.0,461.8482605,496.361115615
Y24H6020417P02T01,Y24H6020417,Y24H6020417P02,6,397,6,408,11,5.41436,Recreational,Weekday,Private,2.0,Banyule (C),7.0,7.0,461.8482605,255.783565469
Y24H6020417P02T02,Y24H6020417,Y24H6020417P02,6,408,7,425,17,9.4214,Work,Weekday,Private,2.0,Banyule (C),7.0,7.0,461.8482605,255.783565469
Y24H6020417P02T03,Y24H6020417,Y24H6020417P02,7,460,7,468,8,4.21677,Work,Weekday,Private,2.0,Banyule (C),7.0,7.0,461.8482605,255.783565469
Y24H6020417P02T04,Y24H6020417,Y24H6020417P02,9,562,9,571,9,4.80765,Recreational,Weekday,Private,2.0,Banyule (C),7.0,7.0,461.8482605,255.783565469
Y24H6020417P02T05,Y24H6020417,Y24H6020417P02,9,598,10,605,7,4.11144,Work,Weekday,Private,2.0,Banyule (C),7.0,7.0,461.8482605,255.783565469
Y24H6020417P02T06,Y24H6020417,Y24H6020417P02,10,617,10,619,2,0.92918,Work,Weekday,Private,2.0,Banyule (C),7.0,7.0,461.8482605,255.783565469
Y24H6020417P02T07,Y24H6020417,Y24H6020417P02,11,689,11,701,12,5.41436,Recreational,Weekday,Private,2.0,Banyule (C),7.0,7.0,461.8482605,255.783565469
Y24H6020417P02T08,Y24H6020417,Y24H6020417P02,11,701,11,716,15,5.41436,Recreational,Weekday,Private,2.0,Banyule (C),7.0,7.0,461.8482605,255.783565469
Y24H6020419P01T01,Y24H6020419,Y24H6020419P01,6,390,7,420,30,5.63815,Recreational,Weekday,Private,2.0,Banyule (C),2.0,2.0,503.2453517,765.83241452
Y24H6020419P01T02,Y24H6020419,Y24H6020419P01,7,420,7,440,20,5.63815,Recreational,Weekday,Private,2.0,Banyule (C),2.0,2.0,503.2453517,765.83241452
Y24H6020424P01T01,Y24H6020424,Y24H6020424P01,8,510,9,545,35,5.92139,Work,Weekday,Public,2.0,Banyule (C),15.0,15.0,249.8949198,268.568990669
Y24H6020424P01T02,Y24H6020424,Y24H6020424P01,14,870,15,918,48,5.03182,Recreational,Weekday,Public,2.0,Banyule (C),15.0,15.0,249.8949198,268.568990669
Y24H6020424P01T03,Y24H6020424,Y24H6020424P01,15,940,15,955,15,1.04514,Recreational,Weekday,Active,2.0,Banyule (C),15.0,15.0,249.8949198,268.568990669
Y24H6020424P02T01,Y24H6020424,Y24H6020424P02,7,420,7,443,23,17.35746,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,188.32315014
Y24H6020424P02T02,Y24H6020424,Y24H6020424P02,7,444,7,462,18,9.8876,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,188.32315014
Y24H6020424P02T03,Y24H6020424,Y24H6020424P02,16,960,16,988,28,9.6215,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,188.32315014
Y24H6020424P02T04,Y24H6020424,Y24H6020424P02,16,989,17,1036,47,17.43941,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,188.32315014
Y24H6020424P02T05,Y24H6020424,Y24H6020424P02,17,1079,18,1091,12,3.55639,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,188.32315014
Y24H6020424P02T06,Y24H6020424,Y24H6020424P02,18,1094,18,1101,7,3.55649,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,188.32315014
Y24H6020424P02T07,Y24H6020424,Y24H6020424P02,21,1285,21,1295,10,3.55644,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,188.32315014
Y24H6020424P02T08,Y24H6020424,Y24H6020424P02,21,1303,21,1314,11,6.72447,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,188.32315014
Y24H6020424P02T09,Y24H6020424,Y24H6020424P02,21,1318,22,1327,9,4.46424,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,188.32315014
Y24H6020424P03T01,Y24H6020424,Y24H6020424P03,8,530,8,537,7,1.04514,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,235.658865935
Y24H6020424P03T02,Y24H6020424,Y24H6020424P03,8,538,9,545,7,1.04514,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,235.658865935
Y24H6020424P03T03,Y24H6020424,Y24H6020424P03,16,975,16,980,5,1.86266,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,235.658865935
Y24H6020424P03T04,Y24H6020424,Y24H6020424P03,16,990,16,995,5,1.86266,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,235.658865935
Y24H6020424P04T01,Y24H6020424,Y24H6020424P04,7,420,7,443,23,17.35746,Education,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,256.310361564
Y24H6020424P04T02,Y24H6020424,Y24H6020424P04,16,975,16,986,11,0.27071,Work,Weekday,Active,2.0,Banyule (C),15.0,15.0,249.8949198,256.310361564
Y24H6020424P04T03,Y24H6020424,Y24H6020424P04,16,989,17,1036,47,17.43941,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,256.310361564
Y24H6020424P04T04,Y24H6020424,Y24H6020424P04,17,1079,18,1091,12,3.55649,Work,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,256.310361564
Y24H6020424P04T05,Y24H6020424,Y24H6020424P04,21,1303,21,1314,11,6.72421,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,256.310361564
Y24H6020424P04T06,Y24H6020424,Y24H6020424P04,21,1318,22,1327,9,4.46424,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,256.310361564
Y24H6020424P05T01,Y24H6020424,Y24H6020424P05,8,530,8,537,7,1.04514,Education,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,246.144053263
Y24H6020424P05T02,Y24H6020424,Y24H6020424P05,15,940,15,955,15,1.04514,Education,Weekday,Active,2.0,Banyule (C),15.0,15.0,249.8949198,246.144053263
Y24H6020424P05T03,Y24H6020424,Y24H6020424P05,16,975,16,980,5,1.86266,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,246.144053263
Y24H6020424P05T04,Y24H6020424,Y24H6020424P05,16,991,16,993,2,1.00678,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,246.144053263
Y24H6020424P05T05,Y24H6020424,Y24H6020424P05,19,1167,19,1170,3,1.04514,Recreational,Weekday,Private,2.0,Banyule (C),15.0,15.0,249.8949198,246.144053263
Y24H6020426P01T01,Y24H6020426,Y24H6020426P01,9,540,9,570,30,19.58176,Work,Weekday,Private,1.0,Banyule (C),6.0,6.0,368.9227985,146.300679677
Y24H6020426P01T02,Y24H6020426,Y24H6020426P01,9,585,10,645,60,34.93325,Recreational,Weekday,Hired,1.0,Banyule (C),6.0,6.0,368.9227985,146.300679677
Y24H6020426P01T03,Y24H6020426,Y24H6020426P01,14,870,15,930,60,34.93325,Work,Weekday,Hired,1.0,Banyule (C),6.0,6.0,368.9227985,146.300679677
Y24H6020426P01T04,Y24H6020426,Y24H6020426P01,15,945,16,975,30,12.51117,Work,Weekday,Private,1.0,Banyule (C),6.0,6.0,368.9227985,146.300679677
Y24H6020427P01T01,Y24H6020427,Y24H6020427P01,10,600,10,630,30,27.13836,Recreational,Weekend,Private,1.0,Banyule (C),13.0,13.0,452.1385809,294.205695192
Y24H6020427P01T02,Y24H6020427,Y24H6020427P01,16,960,16,990,30,27.13836,Work,Weekend,Private,1.0,Banyule (C),13.0,13.0,452.1385809,294.205695192
Y24H6020427P02T01,Y24H6020427,Y24H6020427P02,10,600,10,630,30,27.13836,Recreational,Weekend,Private,1.0,Banyule (C),13.0,13.0,452.1385809,435.368770106
Y24H6020427P02T02,Y24H6020427,Y24H6020427P02,16,960,16,990,30,27.13836,Work,Weekend,Private,1.0,Banyule (C),13.0,13.0,452.1385809,435.368770106
Y24H6020432P01T01,Y24H6020432,Y24H6020432P01,8,520,8,525,5,1.18214,Recreational,Weekday,Active,3.0,Banyule (C),18.0,18.0,256.147594,292.341002157
Y24H6020432P01T02,Y24H6020432,Y24H6020432P01,8,530,8,535,5,1.18214,Recreational,Weekday,Active,3.0,Banyule (C),18.0,18.0,256.147594,292.341002157
Y24H6020432P01T03,Y24H6020432,Y24H6020432P01,9,585,9,595,10,6.72757,Work,Weekday,Private,3.0,Banyule (C),18.0,18.0,256.147594,292.341002157
Y24H6020432P01T04,Y24H6020432,Y24H6020432P01,11,660,11,675,15,6.72757,Work,Weekday,Private,3.0,Banyule (C),18.0,18.0,256.147594,292.341002157
Y24H6020432P01T05,Y24H6020432,Y24H6020432P01,15,925,15,930,5,1.18553,Recreational,Weekday,Active,3.0,Banyule (C),18.0,18.0,256.147594,292.341002157
